date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:58:03	860/860	---MCZ	200	added ('OK')	text/xml	date:Sun,%2013%20Aug%202023%2018:28:03%20GMT	https://imdakif.wordpress.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/dotcomaki/imdakif.wordpress.com/xmlrpc0db0.php	(from https://imdakif.wordpress.com/)
23:58:03	10046/10046	---M--	200	added ('OK')	image/png	etag:%225bfee30d-273e%22	https://s2.wp.com/i/webclip.png	C:/My%20Web%20Sites/dotcomaki/s2.wp.com/i/webclip.png	(from https://imdakif.wordpress.com/)
23:58:04	1360/1360	---MCZ	200	added ('OK')	application/xml	date:Sun,%2013%20Aug%202023%2018:28:04%20GMT	https://imdakif.wordpress.com/osd.xml	C:/My%20Web%20Sites/dotcomaki/imdakif.wordpress.com/osd.xml	(from https://imdakif.wordpress.com/)
23:58:04	83979/83979	---M--	200	added ('OK')	image/png	date:Thu,%2029%20Apr%202021%2001:43:56%20GMT	https://dotcompatterns.files.wordpress.com/2021/04/frame-2.png	C:/My%20Web%20Sites/dotcomaki/dotcompatterns.files.wordpress.com/2021/04/frame-2.png	(from https://imdakif.wordpress.com/)
23:58:05	9713/9713	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20May%202021%2005:12:16%20GMT	https://dotcompatterns.files.wordpress.com/2021/05/frame-9-2.jpeg?w=1024	C:/My%20Web%20Sites/dotcomaki/dotcompatterns.files.wordpress.com/2021/05/frame-9-22dff.jpg	(from https://imdakif.wordpress.com/)
23:58:06	453028/453028	---M--	200	added ('OK')	image/png	date:Sun,%2013%20Aug%202023%2018:13:51%20GMT	https://imdakif.files.wordpress.com/2023/08/untitled-design-1.png?w=600	C:/My%20Web%20Sites/dotcomaki/imdakif.files.wordpress.com/2023/08/untitled-design-1af90.png	(from https://imdakif.wordpress.com/)
23:58:07	11343/11343	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20May%202021%2005:12:34%20GMT	https://dotcompatterns.files.wordpress.com/2021/05/frame-10.jpeg?w=1024	C:/My%20Web%20Sites/dotcomaki/dotcompatterns.files.wordpress.com/2021/05/frame-102dff.jpg	(from https://imdakif.wordpress.com/)
23:58:07	12923/12923	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d4a265-327b%22	http://0.gravatar.com/js/hovercards/hovercards.min.js?ver=202332984499da3d590658ac000c9d7e2362a2e7308ec05e4d0f5940f2d2eb6ba865f6	C:/My%20Web%20Sites/dotcomaki/0.gravatar.com/js/hovercards/hovercards.mind4aa.js	(from https://imdakif.wordpress.com/)
23:58:07	34335/34335	---MCZ	200	added ('OK')	text/html	date:Sun,%2013%20Aug%202023%2018:28:07%20GMT	https://imdakif.wordpress.com/mentions/dotcomaki/	C:/My%20Web%20Sites/dotcomaki/imdakif.wordpress.com/mentions/dotcomaki/index.html	(from https://imdakif.wordpress.com/)
23:58:07	655/655	---MCZ	200	added ('OK')	application/javascript	etag:W/1125-1684461127512.7102	https://s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240i	C:/My%20Web%20Sites/dotcomaki/s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoe8bd.js	(from https://imdakif.wordpress.com/)
23:58:07	8203/8203	---M--	200	added ('OK')	image/png	etag:%225bfee30d-200b%22	https://s2.wp.com/i/logo/wpcom-gray-white.png	C:/My%20Web%20Sites/dotcomaki/s2.wp.com/i/logo/wpcom-gray-white.png	(from https://imdakif.wordpress.com/)
23:58:08	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2013%20Aug%202023%2018:28:08%20GMT	https://imdakif.wordpress.com/wp-admin/customize.php?url=https%3A%2F%2Fimdakif.wordpress.com%2F	C:/My%20Web%20Sites/dotcomaki/imdakif.wordpress.com/wp-admin/customizec29f.php	(from https://imdakif.wordpress.com/)
23:58:08	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2013%20Aug%202023%2018:28:09%20GMT	https://imdakif.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fimdakif.wordpress.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%253A%252F%252Fimdakif.wordpress.com%252F&reauth=1	C:/My%20Web%20Sites/dotcomaki/imdakif.wordpress.com/wp-login6404.php	(from https://imdakif.wordpress.com/)
23:58:09	14633/14633	---MCZ	200	added ('OK')	text/css	etag:W/17924-1684461126772.7104	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.css?v=20210915	C:/My%20Web%20Sites/dotcomaki/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar2866.css	(from https://imdakif.wordpress.com/)
23:58:09	7186/7186	---MCZ	200	added ('OK')	application/javascript	etag:W/13421-1684465023325.505	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20220329	C:/My%20Web%20Sites/dotcomaki/s0.wp.com/wp-content/mu-plugins/actionbar/actionbarb516.js	(from https://imdakif.wordpress.com/)
23:58:10	10813/10813	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261dc645f-2a3d%22	http://stats.wp.com/w.js?63	C:/My%20Web%20Sites/dotcomaki/stats.wp.com/w03af.js	(from https://imdakif.wordpress.com/)
23:58:10	422/422	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2013%20Aug%202023%2018:28:10%20GMT	https://imdakif.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/dotcomaki/imdakif.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://imdakif.wordpress.com/)
23:58:10	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2013%20Aug%202023%2018:28:11%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/dotcomaki/pixel.wp.com/b0b80.gif	(from https://imdakif.wordpress.com/)
23:58:11	344/344	---MCZ	200	added ('OK')	text/plain	date:Sun,%2013%20Aug%202023%2018:28:11%20GMT	https://s1.wp.com/robots.txt		(from https://imdakif.wordpress.com/)
23:58:12	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2013%20Aug%202023%2018:28:12%20GMT	https://imdakif.wordpress.com/wp-admin/customize.php?url=https%3A%2F%2Fimdakif.wordpress.com%2Fmentions%2Fdotcomaki%2F	C:/My%20Web%20Sites/dotcomaki/imdakif.wordpress.com/wp-admin/customize.14c0cf.delayed	(from https://imdakif.wordpress.com/mentions/dotcomaki/)
23:58:12	1499/1499	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22d2dc0ff62d322928c060ae6b7d9011ae%22	https://imdakif.wordpress.com/mentions/dotcomaki/feed/	C:/My%20Web%20Sites/dotcomaki/imdakif.wordpress.com/mentions/dotcomaki/feed/index.html	(from https://imdakif.wordpress.com/mentions/dotcomaki/)
23:58:12	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2013%20Aug%202023%2018:28:12%20GMT	https://imdakif.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fimdakif.wordpress.com%2Fwp-admin%2Fcustomize.php%3Furl%3Dhttps%253A%252F%252Fimdakif.wordpress.com%252Fmentions%252Fdotcomaki%252F&reauth=1	C:/My%20Web%20Sites/dotcomaki/imdakif.wordpress.com/wp-login3045.php	(from https://imdakif.wordpress.com/mentions/dotcomaki/)
23:58:12	8024/8024	---MCZ	200	added ('OK')	application/javascript	etag:W/21148-1684465012969.5046	https://s2.wp.com/wp-content/js/devicepx.js?m=1574978559i	C:/My%20Web%20Sites/dotcomaki/s2.wp.com/wp-content/js/devicepx5627.js	(from https://imdakif.wordpress.com/mentions/dotcomaki/)
23:58:13	7154/7154	---MCZ	200	added ('OK')	application/javascript	etag:W/%22649d9e28-1bf2%22	https://imdakif.wordpress.com/wp-content/js/bilmur.min.js?i=8&m=202332	C:/My%20Web%20Sites/dotcomaki/imdakif.wordpress.com/wp-content/js/bilmur.min5fdd.js	(from https://imdakif.wordpress.com/mentions/dotcomaki/)
